# Kaynak: hermitdave/FrequencyWords, OpenSubtitles 2018 tr — CC BY-SA 4.0. Sütunlar: kelime, sayı, sıra
söylemişti	17937	1315
lee	17934	1316
götür	17924	1317
önemi	17917	1318
babanın	17884	1319
yıldız	17882	1320
etmeyi	17843	1321
olmam	17832	1322
iyice	17827	1323
muydun	17826	1324
arıyorum	17819	1325
oyunu	17783	1326
kaza	17771	1327
ailesi	17768	1328
şimdilik	17751	1329
başladım	17727	1330
giden	17711	1331
sorunu	17704	1332
araya	17642	1333
bilmiyorsun	17620	1334
kafa	17620	1335
gördünüz	17612	1336
yapman	17584	1337
buradasın	17556	1338
aradı	17545	1339
yerden	17527	1340
test	17478	1341
yaramaz	17458	1342
evinde	17456	1343
yoluna	17451	1344
edersin	17448	1345
unut	17441	1346
korkarım	17440	1347
hayvan	17439	1348
geçmiş	17414	1349
olanları	17397	1350
gösteriyor	17339	1351
çay	17333	1352
olabilirsin	17294	1353
buyurun	17284	1354
kapalı	17255	1355
mal	17242	1356
neredesin	17219	1357
şuraya	17195	1358
zorundayız	17188	1359
yardıma	17170	1360
kahrolası	17150	1361
sanmıştım	17147	1362
yoldan	17142	1363
aklıma	17135	1364
zamana	17108	1365
doğal	17089	1366
tarafta	17085	1367
nesi	17070	1368
miydin	17067	1369
edildi	17046	1370
birşeyler	17039	1371
çıkıyor	17025	1372
sevdim	16997	1373
değerli	16996	1374
sürpriz	16985	1375
gitmeliyim	16977	1376
konuyu	16976	1377
parmak	16946	1378
iyiydi	16915	1379
amca	16906	1380
hamile	16900	1381
genelde	16895	1382
ziyaret	16893	1383
işine	16885	1384
başarılı	16863	1385
dünyayı	16853	1386
sevgilim	16846	1387
üzgün	16812	1388
richard	16807	1389
akşamlar	16804	1390
tedavi	16799	1391
oğlu	16798	1392
korkuyorum	16786	1393
arkasında	16777	1394
albay	16775	1395
düzgün	16769	1396
mark	16764	1397
istersin	16755	1398
seyirler	16734	1399
ayağa	16677	1400
ciddiyim	16630	1401
çalışmak	16615	1402
yargıç	16589	1403
avukat	16588	1404
ilaç	16576	1405
edebilirim	16542	1406
cehenneme	16535	1407
alayım	16532	1408
majesteleri	16519	1409
sevdiğim	16517	1410
arabaya	16514	1411
